COU,Country,VAR,Variable,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,1990,1990,,,0,Units,,,1.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,1991,1991,,,0,Units,,,1.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,1992,1992,,,0,Units,,,1.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,1993,1993,,,0,Units,,,1.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,1994,1994,,,0,Units,,,1.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,1995,1995,,,0,Units,,,1.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,1996,1996,,,0,Units,,,1.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,1997,1997,,,0,Units,,,1.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,1998,1998,,,0,Units,,,1.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,1999,1999,,,0,Units,,,1.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2000,2000,,,0,Units,,,5.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2001,2001,,,0,Units,,,5.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2002,2002,,,0,Units,,,5.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2003,2003,,,0,Units,,,5.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2004,2004,,,0,Units,,,5.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2005,2005,,,0,Units,,,5.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2006,2006,,,0,Units,,,5.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2007,2007,,,0,Units,,,5.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2008,2008,,,0,Units,,,5.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2009,2009,,,0,Units,,,6.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2010,2010,,,0,Units,,,6.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2011,2011,,,0,Units,,,6.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2012,2012,,,0,Units,,,6.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2013,2013,,,0,Units,,,6.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2014,2014,,,0,Units,,,6.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2015,2015,,,0,Units,,,6.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2016,2016,,,0,Units,,,6.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2017,2017,,,0,Units,,,6.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2018,2018,,,0,Units,,,6.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2019,2019,,,0,Units,,,6.0,,
GRC,Greece,ELV_DIESELSO,Emission limit value sulphur,2020,2020,,,0,Units,,,6.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,1990,1990,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,1991,1991,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,1992,1992,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,1993,1993,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,1994,1994,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,1995,1995,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,1996,1996,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,1997,1997,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,1998,1998,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,1999,1999,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2000,2000,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2001,2001,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2002,2002,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2003,2003,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2004,2004,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2005,2005,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2006,2006,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2007,2007,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2008,2008,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2009,2009,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2010,2010,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2011,2011,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2012,2012,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2013,2013,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2014,2014,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2015,2015,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2016,2016,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2017,2017,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2018,2018,,,0,Units,,,1.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2019,2019,,,0,Units,,,2.0,,
PRT,Portugal,RD_SUB,Low-carbon R&D expenditures,2020,2020,,,0,Units,,,2.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),1990,1990,,,0,Units,,,0.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),1991,1991,,,0,Units,,,0.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),1992,1992,,,0,Units,,,0.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),1993,1993,,,0,Units,,,0.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),1994,1994,,,0,Units,,,0.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),1995,1995,,,0,Units,,,0.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),1996,1996,,,0,Units,,,0.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),1997,1997,,,0,Units,,,0.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),1998,1998,,,0,Units,,,0.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),1999,1999,,,0,Units,,,0.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2000,2000,,,0,Units,,,0.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2001,2001,,,0,Units,,,1.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2002,2002,,,0,Units,,,1.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2003,2003,,,0,Units,,,1.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2004,2004,,,0,Units,,,1.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2005,2005,,,0,Units,,,1.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2006,2006,,,0,Units,,,2.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2007,2007,,,0,Units,,,3.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2008,2008,,,0,Units,,,3.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2009,2009,,,0,Units,,,4.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2010,2010,,,0,Units,,,5.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2011,2011,,,0,Units,,,5.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2012,2012,,,0,Units,,,6.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2013,2013,,,0,Units,,,6.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2014,2014,,,0,Units,,,6.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2015,2015,,,0,Units,,,3.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2016,2016,,,0,Units,,,2.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2017,2017,,,0,Units,,,3.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2018,2018,,,0,Units,,,4.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2019,2019,,,0,Units,,,4.0,,
FRA,France,FIT_SOLAR,Solar Energy support (Auctions & FITs),2020,2020,,,0,Units,,,4.0,,
BEL,Belgium,EPS,Environmental Policy Stringency,1990,1990,,,0,Units,,,0.89,,
BEL,Belgium,EPS,Environmental Policy Stringency,1991,1991,,,0,Units,,,0.89,,
BEL,Belgium,EPS,Environmental Policy Stringency,1992,1992,,,0,Units,,,0.94,,
BEL,Belgium,EPS,Environmental Policy Stringency,1993,1993,,,0,Units,,,0.94,,
BEL,Belgium,EPS,Environmental Policy Stringency,1994,1994,,,0,Units,,,1.11,,
BEL,Belgium,EPS,Environmental Policy Stringency,1995,1995,,,0,Units,,,1.11,,
BEL,Belgium,EPS,Environmental Policy Stringency,1996,1996,,,0,Units,,,1.11,,
BEL,Belgium,EPS,Environmental Policy Stringency,1997,1997,,,0,Units,,,1.11,,
BEL,Belgium,EPS,Environmental Policy Stringency,1998,1998,,,0,Units,,,1.28,,
BEL,Belgium,EPS,Environmental Policy Stringency,1999,1999,,,0,Units,,,1.11,,
BEL,Belgium,EPS,Environmental Policy Stringency,2000,2000,,,0,Units,,,1.56,,
BEL,Belgium,EPS,Environmental Policy Stringency,2001,2001,,,0,Units,,,1.56,,
BEL,Belgium,EPS,Environmental Policy Stringency,2002,2002,,,0,Units,,,1.61,,
BEL,Belgium,EPS,Environmental Policy Stringency,2003,2003,,,0,Units,,,1.56,,
BEL,Belgium,EPS,Environmental Policy Stringency,2004,2004,,,0,Units,,,2.47,,
BEL,Belgium,EPS,Environmental Policy Stringency,2005,2005,,,0,Units,,,2.58,,
BEL,Belgium,EPS,Environmental Policy Stringency,2006,2006,,,0,Units,,,2.64,,
BEL,Belgium,EPS,Environmental Policy Stringency,2007,2007,,,0,Units,,,2.31,,
BEL,Belgium,EPS,Environmental Policy Stringency,2008,2008,,,0,Units,,,2.64,,
BEL,Belgium,EPS,Environmental Policy Stringency,2009,2009,,,0,Units,,,2.67,,
BEL,Belgium,EPS,Environmental Policy Stringency,2010,2010,,,0,Units,,,2.56,,
BEL,Belgium,EPS,Environmental Policy Stringency,2011,2011,,,0,Units,,,2.94,,
BEL,Belgium,EPS,Environmental Policy Stringency,2012,2012,,,0,Units,,,3.06,,
BEL,Belgium,EPS,Environmental Policy Stringency,2013,2013,,,0,Units,,,2.94,,
BEL,Belgium,EPS,Environmental Policy Stringency,2014,2014,,,0,Units,,,2.94,,
BEL,Belgium,EPS,Environmental Policy Stringency,2015,2015,,,0,Units,,,2.83,,
BEL,Belgium,EPS,Environmental Policy Stringency,2016,2016,,,0,Units,,,2.89,,
BEL,Belgium,EPS,Environmental Policy Stringency,2017,2017,,,0,Units,,,2.94,,
BEL,Belgium,EPS,Environmental Policy Stringency,2018,2018,,,0,Units,,,3.0,,
BEL,Belgium,EPS,Environmental Policy Stringency,2019,2019,,,0,Units,,,3.22,,
BEL,Belgium,EPS,Environmental Policy Stringency,2020,2020,,,0,Units,,,3.44,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,1990,1990,,,0,Units,,,1.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,1991,1991,,,0,Units,,,1.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,1992,1992,,,0,Units,,,1.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,1993,1993,,,0,Units,,,1.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,1994,1994,,,0,Units,,,4.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,1995,1995,,,0,Units,,,4.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,1996,1996,,,0,Units,,,4.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,1997,1997,,,0,Units,,,4.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,1998,1998,,,0,Units,,,4.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,1999,1999,,,0,Units,,,4.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2000,2000,,,0,Units,,,5.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2001,2001,,,0,Units,,,5.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2002,2002,,,0,Units,,,5.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2003,2003,,,0,Units,,,5.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2004,2004,,,0,Units,,,5.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2005,2005,,,0,Units,,,5.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2006,2006,,,0,Units,,,5.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2007,2007,,,0,Units,,,5.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2008,2008,,,0,Units,,,5.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2009,2009,,,0,Units,,,6.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2010,2010,,,0,Units,,,6.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2011,2011,,,0,Units,,,6.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2012,2012,,,0,Units,,,6.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2013,2013,,,0,Units,,,6.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2014,2014,,,0,Units,,,6.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2015,2015,,,0,Units,,,6.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2016,2016,,,0,Units,,,6.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2017,2017,,,0,Units,,,6.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2018,2018,,,0,Units,,,6.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2019,2019,,,0,Units,,,6.0,,
CHE,Switzerland,ELV_DIESELSO,Emission limit value sulphur,2020,2020,,,0,Units,,,6.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,1990,1990,,,0,Units,,,0.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,1991,1991,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,1992,1992,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,1993,1993,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,1994,1994,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,1995,1995,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,1996,1996,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,1997,1997,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,1998,1998,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,1999,1999,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2000,2000,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2001,2001,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2002,2002,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2003,2003,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2004,2004,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2005,2005,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2006,2006,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2007,2007,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2008,2008,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2009,2009,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2010,2010,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2011,2011,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2012,2012,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2013,2013,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2014,2014,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2015,2015,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2016,2016,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2017,2017,,,0,Units,,,1.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2018,2018,,,0,Units,,,2.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2019,2019,,,0,Units,,,2.0,,
CZE,Czechia,TAXNOX,Nitrogen Oxides (NOx) Tax,2020,2020,,,0,Units,,,2.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,1990,1990,,,0,Units,,,0.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,1991,1991,,,0,Units,,,0.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,1992,1992,,,0,Units,,,0.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,1993,1993,,,0,Units,,,0.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,1994,1994,,,0,Units,,,0.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,1995,1995,,,0,Units,,,0.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,1996,1996,,,0,Units,,,0.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,1997,1997,,,0,Units,,,0.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,1998,1998,,,0,Units,,,0.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,1999,1999,,,0,Units,,,0.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2000,2000,,,0,Units,,,0.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2001,2001,,,0,Units,,,0.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2002,2002,,,0,Units,,,0.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2003,2003,,,0,Units,,,0.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2004,2004,,,0,Units,,,6.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2005,2005,,,0,Units,,,6.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2006,2006,,,0,Units,,,6.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2007,2007,,,0,Units,,,6.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2008,2008,,,0,Units,,,6.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2009,2009,,,0,Units,,,6.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2010,2010,,,0,Units,,,6.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2011,2011,,,0,Units,,,6.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2012,2012,,,0,Units,,,6.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2013,2013,,,0,Units,,,6.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2014,2014,,,0,Units,,,6.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2015,2015,,,0,Units,,,6.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2016,2016,,,0,Units,,,6.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2017,2017,,,0,Units,,,6.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2018,2018,,,0,Units,,,6.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2019,2019,,,0,Units,,,6.0,,
JPN,Japan,TAXSOX,Sulphur Oxides (SOx) Tax,2020,2020,,,0,Units,,,6.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,1990,1990,,,0,Units,,,2.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,1991,1991,,,0,Units,,,2.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,1992,1992,,,0,Units,,,3.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,1993,1993,,,0,Units,,,2.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,1994,1994,,,0,Units,,,2.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,1995,1995,,,0,Units,,,2.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,1996,1996,,,0,Units,,,2.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,1997,1997,,,0,Units,,,2.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,1998,1998,,,0,Units,,,2.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,1999,1999,,,0,Units,,,2.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2000,2000,,,0,Units,,,2.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2001,2001,,,0,Units,,,2.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2002,2002,,,0,Units,,,1.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2003,2003,,,0,Units,,,1.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2004,2004,,,0,Units,,,2.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2005,2005,,,0,Units,,,3.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2006,2006,,,0,Units,,,3.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2007,2007,,,0,Units,,,4.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2008,2008,,,0,Units,,,3.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2009,2009,,,0,Units,,,4.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2010,2010,,,0,Units,,,6.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2011,2011,,,0,Units,,,6.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2012,2012,,,0,Units,,,5.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2013,2013,,,0,Units,,,5.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2014,2014,,,0,Units,,,5.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2015,2015,,,0,Units,,,4.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2016,2016,,,0,Units,,,3.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2017,2017,,,0,Units,,,3.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2018,2018,,,0,Units,,,3.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2019,2019,,,0,Units,,,3.0,,
DNK,Denmark,RD_SUB,Low-carbon R&D expenditures,2020,2020,,,0,Units,,,3.0,,
ITA,Italy,ELV_PM,Emission limit value PM,1990,1990,,,0,Units,,,1.0,,
ITA,Italy,ELV_PM,Emission limit value PM,1991,1991,,,0,Units,,,1.0,,
ITA,Italy,ELV_PM,Emission limit value PM,1992,1992,,,0,Units,,,1.0,,
ITA,Italy,ELV_PM,Emission limit value PM,1993,1993,,,0,Units,,,1.0,,
ITA,Italy,ELV_PM,Emission limit value PM,1994,1994,,,0,Units,,,1.0,,
ITA,Italy,ELV_PM,Emission limit value PM,1995,1995,,,0,Units,,,1.0,,
ITA,Italy,ELV_PM,Emission limit value PM,1996,1996,,,0,Units,,,1.0,,
ITA,Italy,ELV_PM,Emission limit value PM,1997,1997,,,0,Units,,,1.0,,
ITA,Italy,ELV_PM,Emission limit value PM,1998,1998,,,0,Units,,,1.0,,
ITA,Italy,ELV_PM,Emission limit value PM,1999,1999,,,0,Units,,,1.0,,
ITA,Italy,ELV_PM,Emission limit value PM,2000,2000,,,0,Units,,,1.0,,
ITA,Italy,ELV_PM,Emission limit value PM,2001,2001,,,0,Units,,,1.0,,
ITA,Italy,ELV_PM,Emission limit value PM,2002,2002,,,0,Units,,,1.0,,
ITA,Italy,ELV_PM,Emission limit value PM,2003,2003,,,0,Units,,,1.0,,
ITA,Italy,ELV_PM,Emission limit value PM,2004,2004,,,0,Units,,,1.0,,
ITA,Italy,ELV_PM,Emission limit value PM,2005,2005,,,0,Units,,,1.0,,
ITA,Italy,ELV_PM,Emission limit value PM,2006,2006,,,0,Units,,,4.0,,
ITA,Italy,ELV_PM,Emission limit value PM,2007,2007,,,0,Units,,,4.0,,
ITA,Italy,ELV_PM,Emission limit value PM,2008,2008,,,0,Units,,,4.0,,
ITA,Italy,ELV_PM,Emission limit value PM,2009,2009,,,0,Units,,,4.0,,
ITA,Italy,ELV_PM,Emission limit value PM,2010,2010,,,0,Units,,,4.0,,
ITA,Italy,ELV_PM,Emission limit value PM,2011,2011,,,0,Units,,,4.0,,
